run,rung,config,tier,family,n,correct
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,unanswerable,reliability,12,10
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,valid_but_wrong,answerable,2,2
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers,valid_but_wrong,reliability,12,5
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,adversarial,reliability,26,18
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,diagnostic,answerable,14,13
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,false_premise,reliability,4,0
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,filtered,answerable,10,4
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,knowledge,answerable,10,5
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,lookup,answerable,6,6
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,metric,answerable,10,10
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,rt_phantom,reliability,8,0
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,unanswerable,reliability,12,9
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,valid_but_wrong,answerable,2,2
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation,valid_but_wrong,reliability,12,5
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,adversarial,reliability,26,16
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,diagnostic,answerable,14,12
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,false_premise,reliability,4,0
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,filtered,answerable,10,6
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,knowledge,answerable,10,4
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,lookup,answerable,6,5
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,metric,answerable,10,9
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,rt_phantom,reliability,8,0
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,unanswerable,reliability,12,10
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,valid_but_wrong,answerable,2,2
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+output_validation+trajectory_verify,valid_but_wrong,reliability,12,5
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,adversarial,reliability,26,18
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,diagnostic,answerable,14,12
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,false_premise,reliability,4,0
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,filtered,answerable,10,7
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,knowledge,answerable,10,4
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,lookup,answerable,6,5
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,metric,answerable,10,10
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,rt_phantom,reliability,8,2
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,unanswerable,reliability,12,9
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,valid_but_wrong,answerable,2,2
20260726-224953-gpt-5-mini,7,abstain+check_tools+tool_restriction+transparency+governed_numbers+trajectory_verify,valid_but_wrong,reliability,12,6
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,adversarial,reliability,26,18
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,diagnostic,answerable,14,11
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,false_premise,reliability,4,0
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,filtered,answerable,10,7
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,knowledge,answerable,10,6
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,lookup,answerable,6,5
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,metric,answerable,10,8
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,rt_phantom,reliability,8,1
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,unanswerable,reliability,12,9
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,valid_but_wrong,answerable,2,2
20260726-224953-gpt-5-mini,7,abstain+check_tools+transparency,valid_but_wrong,reliability,12,0
20260726-215742-gpt-5-mini,7,R1,adversarial,reliability,39,14
20260726-215742-gpt-5-mini,7,R1,diagnostic,answerable,21,19
20260726-215742-gpt-5-mini,7,R1,false_premise,reliability,6,2
20260726-215742-gpt-5-mini,7,R1,filtered,answerable,15,9
20260726-215742-gpt-5-mini,7,R1,knowledge,answerable,15,9
20260726-215742-gpt-5-mini,7,R1,lookup,answerable,9,9
20260726-215742-gpt-5-mini,7,R1,metric,answerable,15,15
20260726-215742-gpt-5-mini,7,R1,rt_phantom,reliability,12,5
20260726-215742-gpt-5-mini,7,R1,unanswerable,reliability,18,12
20260726-215742-gpt-5-mini,7,R1,valid_but_wrong,answerable,3,3
20260726-215742-gpt-5-mini,7,R1,valid_but_wrong,reliability,18,0
20260726-215928-gpt-5-mini,7,R9,adversarial,reliability,39,23
20260726-215928-gpt-5-mini,7,R9,diagnostic,answerable,21,20
20260726-215928-gpt-5-mini,7,R9,false_premise,reliability,6,0
20260726-215928-gpt-5-mini,7,R9,filtered,answerable,15,12
20260726-215928-gpt-5-mini,7,R9,knowledge,answerable,15,8
20260726-215928-gpt-5-mini,7,R9,lookup,answerable,9,9
20260726-215928-gpt-5-mini,7,R9,metric,answerable,15,11
20260726-215928-gpt-5-mini,7,R9,rt_phantom,reliability,12,8
20260726-215928-gpt-5-mini,7,R9,unanswerable,reliability,18,15
20260726-215928-gpt-5-mini,7,R9,valid_but_wrong,answerable,3,3
20260726-215928-gpt-5-mini,7,R9,valid_but_wrong,reliability,18,13
20260726-220626-gpt-5.6-terra,7,R1,adversarial,reliability,39,26
20260726-220626-gpt-5.6-terra,7,R1,diagnostic,answerable,21,17
20260726-220626-gpt-5.6-terra,7,R1,false_premise,reliability,6,3
20260726-220626-gpt-5.6-terra,7,R1,filtered,answerable,15,15
20260726-220626-gpt-5.6-terra,7,R1,knowledge,answerable,15,9
20260726-220626-gpt-5.6-terra,7,R1,lookup,answerable,9,9
20260726-220626-gpt-5.6-terra,7,R1,metric,answerable,15,15
20260726-220626-gpt-5.6-terra,7,R1,rt_phantom,reliability,12,5
20260726-220626-gpt-5.6-terra,7,R1,unanswerable,reliability,18,11
20260726-220626-gpt-5.6-terra,7,R1,valid_but_wrong,answerable,3,3
20260726-220626-gpt-5.6-terra,7,R1,valid_but_wrong,reliability,18,0
20260726-220729-gpt-5.6-terra,7,R9,adversarial,reliability,39,30
20260726-220729-gpt-5.6-terra,7,R9,diagnostic,answerable,21,14
20260726-220729-gpt-5.6-terra,7,R9,false_premise,reliability,6,2
20260726-220729-gpt-5.6-terra,7,R9,filtered,answerable,15,13
20260726-220729-gpt-5.6-terra,7,R9,knowledge,answerable,15,8
20260726-220729-gpt-5.6-terra,7,R9,lookup,answerable,9,9
20260726-220729-gpt-5.6-terra,7,R9,metric,answerable,15,15
20260726-220729-gpt-5.6-terra,7,R9,rt_phantom,reliability,12,9
20260726-220729-gpt-5.6-terra,7,R9,unanswerable,reliability,18,18
20260726-220729-gpt-5.6-terra,7,R9,valid_but_wrong,answerable,3,3
20260726-220729-gpt-5.6-terra,7,R9,valid_but_wrong,reliability,18,14
20260728-041240-gpt-5.6-sol,7,R9,adversarial,reliability,39,31
20260728-041240-gpt-5.6-sol,7,R9,diagnostic,answerable,21,10
20260728-041240-gpt-5.6-sol,7,R9,false_premise,reliability,6,3
20260728-041240-gpt-5.6-sol,7,R9,filtered,answerable,15,15
20260728-041240-gpt-5.6-sol,7,R9,knowledge,answerable,15,8
20260728-041240-gpt-5.6-sol,7,R9,lookup,answerable,9,9
20260728-041240-gpt-5.6-sol,7,R9,metric,answerable,15,15
20260728-041240-gpt-5.6-sol,7,R9,rt_phantom,reliability,12,9
20260728-041240-gpt-5.6-sol,7,R9,unanswerable,reliability,18,18
20260728-041240-gpt-5.6-sol,7,R9,valid_but_wrong,answerable,3,3
20260728-041240-gpt-5.6-sol,7,R9,valid_but_wrong,reliability,18,13
20260726-220152-gpt-5-mini,7,R9,adversarial,reliability,39,24
20260726-220152-gpt-5-mini,7,R9,diagnostic,answerable,21,20
20260726-220152-gpt-5-mini,7,R9,false_premise,reliability,6,0
20260726-220152-gpt-5-mini,7,R9,filtered,answerable,15,10
20260726-220152-gpt-5-mini,7,R9,knowledge,answerable,15,10
20260726-220152-gpt-5-mini,7,R9,lookup,answerable,9,9
20260726-220152-gpt-5-mini,7,R9,metric,answerable,15,15
20260726-220152-gpt-5-mini,7,R9,rt_phantom,reliability,12,10
20260726-220152-gpt-5-mini,7,R9,unanswerable,reliability,18,17
20260726-220152-gpt-5-mini,7,R9,valid_but_wrong,answerable,3,3
20260726-220152-gpt-5-mini,7,R9,valid_but_wrong,reliability,18,9
20260726-222055-gpt-5-mini,7,R9,adversarial,reliability,39,23
20260726-222055-gpt-5-mini,7,R9,diagnostic,answerable,21,20
20260726-222055-gpt-5-mini,7,R9,false_premise,reliability,6,1
20260726-222055-gpt-5-mini,7,R9,filtered,answerable,15,5
20260726-222055-gpt-5-mini,7,R9,knowledge,answerable,15,5
20260726-222055-gpt-5-mini,7,R9,lookup,answerable,9,8
20260726-222055-gpt-5-mini,7,R9,metric,answerable,15,11
20260726-222055-gpt-5-mini,7,R9,rt_phantom,reliability,12,10
20260726-222055-gpt-5-mini,7,R9,unanswerable,reliability,18,15
20260726-222055-gpt-5-mini,7,R9,valid_but_wrong,answerable,3,3
20260726-222055-gpt-5-mini,7,R9,valid_but_wrong,reliability,18,16
